index,raw_value,sorted_value,exact,mse,count_sketch_ms,exact_f2_ms,counter_bitwidth
89,11183636,11193116,11184812,36156316.16,10449.1038,14853.4029,23
90,11193940,11193372,11184812,36156316.16,10258.9329,14853.4029,23
91,11180308,11193700,11184812,36156316.16,10090.8739,14853.4029,23
92,11178612,11193940,11184812,36156316.16,9940.4056,14853.4029,23
93,11185108,11194716,11184812,36156316.16,9906.305,14853.4029,23
94,11182092,11194764,11184812,36156316.16,9933.3439,14853.4029,23
95,11187092,11196196,11184812,36156316.16,9944.0241,14853.4029,23
96,11177948,11196780,11184812,36156316.16,10058.9288,14853.4029,23
97,11182596,11196884,11184812,36156316.16,9934.489,14853.4029,23
98,11189636,11197452,11184812,36156316.16,9960.376,14853.4029,23
99,11197452,11198268,11184812,36156316.16,9967.4911,14853.4029,23
100,11193116,11201308,11184812,36156316.16,9888.9926,14853.4029,23
